sepallength,petallength,petalwidth,class
0.586014,0.665637,0.611336,Iris-versicolor
0.429371,0.294208,0.435223,Iris-versicolor
0.448951,0.55444,0.469636,Iris-setosa
0.553846,0.683398,0.437247,Iris-setosa
0.441958,0.629344,0.493927,Iris-virginica
0.560839,0.409266,0.568826,Iris-versicolor
0.51049,0.476448,0.540486,Iris-versicolor
0.48951,0.305019,0.402834,Iris-setosa
0.323077,0.764479,0.487854,Iris-virginica
0.406993,0.697297,0.398785,Iris-setosa
0.566434,0.436293,0.392713,Iris-setosa
0.422378,0.447104,0.382591,Iris-virginica
0.633566,0.6139,0.712551,Iris-versicolor
0.762238,0.288803,0.59919,Iris-setosa
0.573427,0.405405,0.47166,Iris-setosa
0.665734,0.359073,0.510121,Iris-virginica
0.58042,0.432432,0.714575,Iris-virginica
0.439161,0.532046,0.672065,Iris-setosa
0.521678,0.508108,0.751012,Iris-versicolor
0.724476,0.290347,0.305668,Iris-virginica
0.440559,0.715058,0.623482,Iris-versicolor
0.383217,0.30888,0.714575,Iris-versicolor
0.372028,0.581467,0.582996,Iris-versicolor
0.475524,0.494208,0.479757,Iris-virginica
0.387413,0.381467,0.582996,Iris-setosa
0.686713,0.545174,0.536437,Iris-virginica
0.523077,0.489575,0.591093,Iris-setosa
0.608392,0.392278,0.540486,Iris-virginica
0.465734,0.480309,0.423077,Iris-versicolor
0.372028,0.40695,0.382591,Iris-virginica
0.352448,0.443243,0.57085,Iris-versicolor
0.397203,0.766023,0.524291,Iris-versicolor
0.538462,0.323552,0.508097,Iris-setosa
0.558042,0.596911,0.718623,Iris-setosa
0.566434,0.351351,0.234818,Iris-virginica
0.332867,0.531274,0.384615,Iris-virginica
0.499301,0.495753,0.390688,Iris-setosa
0.384615,0.71583,0.451417,Iris-virginica
0.544056,0.531274,0.661943,Iris-setosa
0.552448,0.549807,0.54251,Iris-setosa
0.367832,0.515058,0.532389,Iris-virginica
0.606993,0.456371,0.346154,Iris-setosa
0.760839,0.556757,0.427126,Iris-setosa
0.593007,0.589189,0.352227,Iris-setosa
0.481119,0.585328,0.309717,Iris-setosa
0.464336,0.617761,0.657895,Iris-versicolor
0.475524,0.499614,0.734818,Iris-virginica
0.413986,0.42471,0.54251,Iris-virginica
0.527273,0.523552,0.544534,Iris-versicolor
0.372028,0.563707,0.617409,Iris-setosa
0.288112,0.435521,0.467611,Iris-setosa
0.524476,0.647876,0.609312,Iris-setosa
0.502098,0.40695,0.412955,Iris-setosa
0.434965,0.590734,0.572874,Iris-versicolor
0.355245,0.705019,0.540486,Iris-virginica
0.531469,0.433205,0.479757,Iris-virginica
0.388811,0.433205,0.578947,Iris-setosa
0.483916,0.325869,0.54251,Iris-virginica
0.696503,0.303475,0.730769,Iris-versicolor
0.572028,0.589189,0.467611,Iris-versicolor
0.345455,0.667954,0.716599,Iris-virginica
0.356643,0.483398,0.447368,Iris-virginica
0.516084,0.496525,0.55668,Iris-virginica
0.345455,0.505019,0.394737,Iris-setosa
0.275524,0.611583,0.370445,Iris-setosa
0.559441,0.616216,0.532389,Iris-versicolor
0.535664,0.376062,0.3583,Iris-setosa
0.54965,0.826255,0.481781,Iris-versicolor
0.528671,0.454054,0.676113,Iris-setosa
0.492308,0.555985,0.404858,Iris-virginica
0.425175,0.382239,0.580972,Iris-setosa
0.556643,0.567568,0.538462,Iris-versicolor
0.66993,0.447104,0.248988,Iris-versicolor
0.443357,0.518919,0.431174,Iris-setosa
0.384615,0.601544,0.62753,Iris-setosa
0.372028,0.542085,0.352227,Iris-setosa
0.402797,0.27027,0.44332,Iris-versicolor
0.521678,0.419305,0.522267,Iris-virginica
0.26014,0.6139,0.536437,Iris-setosa
0.548252,0.525869,0.692308,Iris-versicolor
0.572028,0.683398,0.698381,Iris-setosa
0.297902,0.599228,0.781377,Iris-virginica
0.39021,0.436293,0.504049,Iris-virginica
0.507692,0.425483,0.690283,Iris-virginica
0.483916,0.31583,0.536437,Iris-versicolor
0.558042,0.567568,0.423077,Iris-setosa
0.483916,0.609266,0.605263,Iris-setosa
0.640559,0.644788,0.536437,Iris-versicolor
0.462937,0.608494,0.487854,Iris-versicolor
0.388811,0.52278,0.57085,Iris-versicolor
0.38042,0.538996,0.439271,Iris-virginica
0.581818,0.447876,0.437247,Iris-setosa
0.502098,0.521236,0.54251,Iris-setosa
0.570629,0.502703,0.323887,Iris-virginica
0.567832,0.538996,0.607287,Iris-setosa
0.272727,0.539768,0.623482,Iris-versicolor
0.372028,0.599228,0.560729,Iris-setosa
0.384615,0.488031,0.506073,Iris-setosa
0.408392,0.460232,0.42915,Iris-versicolor
0.451748,0.573745,0.481781,Iris-versicolor
0.611189,0.592278,0.493927,Iris-setosa
0.633566,0.569884,0.564777,Iris-setosa
0.467133,0.357529,0.502024,Iris-virginica
0.471329,0.602317,0.682186,Iris-virginica
0.420979,0.459459,0.504049,Iris-virginica
0.509091,0.776062,0.568826,Iris-virginica
0.521678,0.475676,0.491903,Iris-virginica
0.59021,0.637838,0.427126,Iris-versicolor
0.588811,0.538224,0.615385,Iris-versicolor
0.241958,0.498069,0.560729,Iris-setosa
0.482517,0.450965,0.394737,Iris-versicolor
0.654545,0.701158,0.591093,Iris-virginica
0.45035,0.508108,0.45749,Iris-virginica
0.626573,0.505019,0.406883,Iris-versicolor
0.464336,0.410039,0.504049,Iris-setosa
0.518881,0.625483,0.366397,Iris-virginica
0.372028,0.294208,0.504049,Iris-setosa
0.376224,0.425483,0.526316,Iris-versicolor
0.58042,0.694208,0.431174,Iris-versicolor
0.598601,0.560618,0.338057,Iris-versicolor
0.502098,0.55444,0.639676,Iris-virginica
0.362238,0.501158,0.453441,Iris-versicolor
0.504895,0.272587,0.562753,Iris-virginica
0.640559,0.533591,0.775304,Iris-virginica
0.693706,0.582239,0.48583,Iris-virginica
0.464336,0.499614,0.435223,Iris-versicolor
0.313287,0.345946,0.427126,Iris-virginica
0.593007,0.430116,0.380567,Iris-setosa
0.468531,0.766023,0.502024,Iris-setosa
0.604196,0.674131,0.497976,Iris-setosa
0.53007,0.343629,0.554656,Iris-versicolor
0.4,0.216988,0.821862,Iris-virginica
0.506294,0.714286,0.597166,Iris-versicolor
0.646154,0.472587,0.759109,Iris-virginica
0.482517,0.483398,0.728745,Iris-virginica
0.383217,0.623938,0.522267,Iris-versicolor
0.321678,0.496525,0.552632,Iris-versicolor
0.412587,0.542857,0.659919,Iris-versicolor
0.453147,0.43861,0.633603,Iris-versicolor
0.591608,0.429344,0.487854,Iris-setosa
0.373427,0.633977,0.469636,Iris-setosa
0.672727,0.3861,0.506073,Iris-virginica
0.34965,0.396139,0.524291,Iris-setosa
0.760839,0.390734,0.619433,Iris-virginica
0.692308,0.556757,0.59919,Iris-virginica
0.514685,0.486486,0.566802,Iris-virginica
0.314685,0.641699,0.702429,Iris-setosa
0.493706,0.626255,0.548583,Iris-versicolor
0.455944,0.528958,0.582996,Iris-virginica
0.356643,0.739768,0.601215,Iris-virginica
0.531469,0.60695,0.546559,Iris-virginica
0.406993,0.348263,0.473684,Iris-setosa
0.41958,0.440154,0.753036,Iris-virginica
0.476923,0.549807,0.848178,Iris-versicolor
0.434965,0.413127,0.698381,Iris-setosa
0.731469,0.486486,0.61336,Iris-versicolor
0.439161,0.676448,0.336032,Iris-versicolor
0.548252,0.526641,0.508097,Iris-virginica
0.516084,0.411583,0.574899,Iris-setosa
0.538462,0.573745,0.552632,Iris-setosa
0.546853,0.497297,0.38664,Iris-setosa
0.598601,0.335135,0.617409,Iris-versicolor
0.528671,0.647876,0.508097,Iris-virginica
0.524476,0.501158,0.40081,Iris-virginica
0.506294,0.457915,0.560729,Iris-setosa
0.483916,0.650965,0.690283,Iris-versicolor
0.397203,0.551351,0.352227,Iris-versicolor
0.492308,0.604633,0.516194,Iris-setosa
0.525874,0.334363,0.483806,Iris-virginica
0.544056,0.496525,0.578947,Iris-versicolor
0.518881,0.338224,0.676113,Iris-virginica
0.472727,0.559073,0.423077,Iris-versicolor
0.492308,0.407722,0.645749,Iris-setosa
0.437762,0.686486,0.451417,Iris-versicolor
0.534266,0.437838,0.5,Iris-setosa
0.474126,0.566023,0.433198,Iris-versicolor
0.518881,0.526641,0.463563,Iris-setosa
0.611189,0.441699,0.688259,Iris-setosa
0.41958,0.501931,0.512146,Iris-setosa
0.566434,0.662548,0.47166,Iris-virginica
0.503497,0.623166,0.475709,Iris-versicolor
0.725874,0.376062,0.736842,Iris-setosa
0.475524,0.570656,0.516194,Iris-versicolor
0.577622,0.493436,0.607287,Iris-setosa
0.500699,0.478764,0.439271,Iris-versicolor
0.344056,0.511197,0.469636,Iris-virginica
0.440559,0.468726,0.678138,Iris-versicolor
0.597203,0.2139,0.568826,Iris-versicolor
0.45035,0.553668,0.767206,Iris-virginica
0.25035,0.495753,0.475709,Iris-versicolor
0.495105,0.420077,0.477733,Iris-setosa
0.377622,0.707336,0.437247,Iris-virginica
0.514685,0.447876,0.645749,Iris-versicolor
0.672727,0.495753,0.3583,Iris-setosa
0.586014,0.464865,0.433198,Iris-setosa
0.671329,0.420849,0.526316,Iris-virginica
0.436364,0.52278,0.483806,Iris-setosa
0.483916,0.514286,0.728745,Iris-virginica
0.381818,0.545946,0.493927,Iris-setosa
0.422378,0.489575,0.653846,Iris-virginica
0.395804,0.54749,0.504049,Iris-virginica
0.352448,0.678764,0.303644,Iris-setosa
0.651748,0.511197,0.589069,Iris-setosa
0.265734,0.758301,0.406883,Iris-setosa
0.653147,0.650965,0.412955,Iris-virginica
0.639161,0.616988,0.582996,Iris-versicolor
0.555245,0.499614,0.601215,Iris-setosa
0.374825,0.439382,0.267206,Iris-setosa
0.321678,0.450965,0.58502,Iris-setosa
0.437762,0.39305,0.47166,Iris-versicolor
0.569231,0.518919,0.508097,Iris-versicolor
0.499301,0.557529,0.479757,Iris-setosa
0.383217,0.313514,0.550607,Iris-setosa
0.627972,0.420077,0.404858,Iris-setosa
0.688112,0.526641,0.423077,Iris-virginica
0.474126,0.6139,0.576923,Iris-versicolor
0.511888,0.499614,0.625506,Iris-versicolor
0.33007,0.501158,0.716599,Iris-virginica
0.453147,0.471815,0.59919,Iris-setosa
0.556643,0.535135,0.380567,Iris-versicolor
0.538462,0.462548,0.631579,Iris-versicolor
0.441958,0.492664,0.285425,Iris-virginica
0.468531,0.666409,0.538462,Iris-setosa
0.448951,0.487259,0.615385,Iris-versicolor
0.468531,0.57529,0.441296,Iris-virginica
0.546853,0.465637,0.48583,Iris-setosa
0.27972,0.525097,0.712551,Iris-virginica
0.490909,0.415444,0.508097,Iris-setosa
0.538462,0.457143,0.425101,Iris-setosa
0.434965,0.508108,0.609312,Iris-versicolor
0.446154,0.661776,0.562753,Iris-versicolor
0.448951,0.614672,0.580972,Iris-setosa
0.446154,0.454826,0.548583,Iris-setosa
0.499301,0.615444,0.637652,Iris-virginica
0.513287,0.487259,0.672065,Iris-virginica
0.264336,0.349035,0.497976,Iris-virginica
0.572028,0.584556,0.552632,Iris-virginica
0.467133,0.701931,0.376518,Iris-virginica
0.716084,0.571429,0.593117,Iris-setosa
0.366434,0.348263,0.591093,Iris-virginica
0.402797,0.48417,0.340081,Iris-setosa
0.476923,0.525869,0.481781,Iris-virginica
0.545455,0.54749,0.364372,Iris-setosa
0.281119,0.75444,0.325911,Iris-versicolor
0.406993,0.298842,0.340081,Iris-versicolor
0.565035,0.450965,0.259109,Iris-setosa
0.393007,0.742857,0.52834,Iris-virginica
0.653147,0.564479,0.678138,Iris-virginica
0.448951,0.434749,0.51417,Iris-virginica
0.398601,0.599228,0.550607,Iris-setosa
0.567832,0.592278,0.785425,Iris-virginica
0.67972,0.520463,0.48583,Iris-virginica
0.545455,0.603861,0.550607,Iris-virginica
0.640559,0.644015,0.493927,Iris-setosa
0.686713,0.50888,0.475709,Iris-versicolor
0.395804,0.519691,0.647773,Iris-versicolor
0.604196,0.437838,0.493927,Iris-versicolor
0.328671,0.47722,0.41498,Iris-virginica
0.546853,0.437066,0.615385,Iris-virginica
0.490909,0.372973,0.44332,Iris-setosa
0.637762,0.515058,0.441296,Iris-versicolor
0.630769,0.49112,0.668016,Iris-setosa
0.563636,0.392278,0.54251,Iris-versicolor
0.532867,0.666409,0.595142,Iris-setosa
0.556643,0.31583,0.702429,Iris-virginica
0.506294,0.515058,0.692308,Iris-versicolor
0.492308,0.433977,0.684211,Iris-virginica
0.66014,0.576834,0.834008,Iris-virginica
0.674126,0.586873,0.495951,Iris-versicolor
0.483916,0.440927,0.726721,Iris-setosa
0.525874,0.523552,0.412955,Iris-virginica
0.509091,0.483398,0.59919,Iris-versicolor
0.318881,0.556757,0.532389,Iris-versicolor
0.461538,0.392278,0.58502,Iris-virginica
0.678322,0.495753,0.647773,Iris-virginica
0.415385,0.462548,0.331984,Iris-virginica
0.735664,0.501158,0.597166,Iris-virginica
0.630769,0.550579,0.449393,Iris-setosa
0.544056,0.437838,0.834008,Iris-setosa
0.562238,0.563707,0.388664,Iris-setosa
0.397203,0.628571,0.544534,Iris-virginica
0.46993,0.410039,0.370445,Iris-virginica
0.66014,0.45251,0.461538,Iris-virginica
0.430769,0.596139,0.388664,Iris-virginica
0.618182,0.616216,0.338057,Iris-virginica
0.345455,0.144402,0.621457,Iris-virginica
0.365035,0.525097,0.534413,Iris-setosa
0.711888,0.465637,0.48583,Iris-setosa
0.497902,0.435521,0.54251,Iris-versicolor
0.439161,0.556757,0.510121,Iris-setosa
0.651748,0.646332,0.609312,Iris-setosa
0.639161,0.358301,0.587045,Iris-versicolor
0.602797,0.458687,0.52834,Iris-setosa
0.434965,0.549807,0.668016,Iris-setosa
0.467133,0.539768,0.390688,Iris-virginica
0.534266,0.592278,0.404858,Iris-setosa
0.577622,0.591506,0.376518,Iris-versicolor
0.441958,0.415444,0.550607,Iris-virginica
0.518881,0.746718,0.672065,Iris-virginica
0.528671,0.565251,0.540486,Iris-setosa
0.643357,0.737452,0.597166,Iris-versicolor
0.583217,0.646332,0.303644,Iris-versicolor
0.33007,0.405405,0.48583,Iris-setosa
0.475524,0.52973,0.643725,Iris-versicolor
0.395804,0.349035,0.637652,Iris-versicolor
0.562238,0.332046,0.582996,Iris-versicolor
0.602797,0.257143,0.742915,Iris-versicolor
0.51049,0.408494,0.469636,Iris-versicolor
0.46993,0.849421,0.52834,Iris-virginica
0.507692,0.56139,0.663968,Iris-virginica
0.523077,0.544402,0.593117,Iris-virginica
0.427972,0.727413,0.338057,Iris-setosa
0.363636,0.702703,0.362348,Iris-virginica
0.26993,0.372973,0.479757,Iris-virginica
0.640559,0.532819,0.540486,Iris-versicolor
0.555245,0.550579,0.51417,Iris-virginica
0.53986,0.556757,0.59919,Iris-setosa
0.640559,0.647104,0.467611,Iris-virginica
0.359441,0.414672,0.524291,Iris-setosa
0.304895,0.47027,0.781377,Iris-virginica
0.542657,0.649421,0.40081,Iris-virginica
0.531469,0.687259,0.423077,Iris-virginica
0.304895,0.566795,0.293522,Iris-virginica
0.53986,0.627027,0.38664,Iris-virginica
0.454545,0.502703,0.554656,Iris-setosa
0.408392,0.587645,0.724696,Iris-virginica
0.461538,0.701931,0.572874,Iris-versicolor
0.226573,0.672587,0.548583,Iris-versicolor
0.433566,0.595367,0.55668,Iris-virginica
0.420979,0.620849,0.408907,Iris-virginica
0.562238,0.494208,0.433198,Iris-versicolor
0.481119,0.510425,0.591093,Iris-setosa
0.570629,0.579151,0.564777,Iris-virginica
0.213986,0.310425,0.550607,Iris-versicolor
0.405594,0.59305,0.57085,Iris-setosa
0.560839,0.553668,0.370445,Iris-versicolor
0.464336,0.423166,0.659919,Iris-versicolor
0.594406,0.610811,0.578947,Iris-virginica
0.297902,0.423166,0.467611,Iris-setosa
0.58042,0.640927,0.510121,Iris-virginica
0.427972,0.545946,0.6417,Iris-versicolor
0.416783,0.602317,0.48583,Iris-virginica
0.60979,0.518919,0.495951,Iris-setosa
0.629371,0.606178,0.408907,Iris-setosa
0.615385,0.696525,0.41498,Iris-virginica
0.727273,0.519691,0.504049,Iris-versicolor
0.640559,0.46332,0.726721,Iris-versicolor
0.40979,0.548263,0.544534,Iris-versicolor
0.514685,0.750579,0.633603,Iris-versicolor
0.458741,0.36139,0.562753,Iris-setosa
0.725874,0.660232,0.566802,Iris-versicolor
0.622378,0.389961,0.473684,Iris-setosa
0.478322,0.47722,0.576923,Iris-virginica
0.597203,0.872587,0.368421,Iris-setosa
0.360839,0.6139,0.331984,Iris-virginica
0.527273,0.725869,0.491903,Iris-setosa
0.394406,0.420077,0.489879,Iris-versicolor
0.31049,0.599228,0.38664,Iris-versicolor
0.587413,0.511969,0.680162,Iris-versicolor
0.601399,0.87722,0.643725,Iris-virginica
0.551049,0.43861,0.738866,Iris-setosa
0.478322,0.459459,0.461538,Iris-versicolor
0.358042,0.484942,0.668016,Iris-setosa
0.369231,0.562934,0.619433,Iris-virginica
0.39021,0.355212,0.461538,Iris-virginica
0.472727,0.49112,0.512146,Iris-virginica
0.61958,0.366023,0.736842,Iris-versicolor
0.618182,0.597683,0.483806,Iris-virginica
0.314685,0.428571,0.45749,Iris-versicolor
0.422378,0.468726,0.661943,Iris-virginica
0.418182,0.432432,0.48583,Iris-virginica
0.215385,0.620849,0.694332,Iris-virginica
0.562238,0.489575,0.817814,Iris-setosa
0.471329,0.697297,0.572874,Iris-virginica
0.486713,0.319691,0.702429,Iris-setosa
0.65035,0.298842,0.483806,Iris-setosa
0.509091,0.716602,0.643725,Iris-setosa
0.451748,0.461004,0.619433,Iris-versicolor
0.563636,0.400772,0.459514,Iris-virginica
0.618182,0.696525,0.433198,Iris-setosa
0.532867,0.446332,0.578947,Iris-virginica
0.576224,0.384556,0.702429,Iris-virginica
0.482517,0.688031,0.465587,Iris-setosa
0.48951,0.40695,0.767206,Iris-versicolor
0.511888,0.51583,0.589069,Iris-versicolor
0.415385,0.496525,0.469636,Iris-setosa
0.436364,0.689575,0.54251,Iris-virginica
0.653147,0.542857,0.427126,Iris-virginica
0.724476,0.669498,0.42915,Iris-versicolor
0.676923,0.503475,0.696356,Iris-versicolor
0.351049,0.487259,0.518219,Iris-versicolor
0.33986,0.454826,0.536437,Iris-setosa
0.366434,0.372973,0.423077,Iris-setosa
0.514685,0.610811,0.491903,Iris-versicolor
0.184615,0.573745,0.550607,Iris-setosa
0.433566,0.488803,0.453441,Iris-versicolor
0.657343,0.641699,0.663968,Iris-virginica
0.60979,0.579923,0.619433,Iris-setosa
0.441958,0.508108,0.303644,Iris-setosa
0.45035,0.609266,0.684211,Iris-versicolor
0.562238,0.542085,0.647773,Iris-versicolor
0.604196,0.610811,0.680162,Iris-virginica
0.439161,0.421622,0.580972,Iris-setosa
0.472727,0.535135,0.524291,Iris-versicolor
0.436364,0.318147,0.621457,Iris-versicolor
0.34965,0.532819,0.334008,Iris-virginica
0.474126,0.379151,0.506073,Iris-versicolor
0.465734,0.535907,0.684211,Iris-setosa
0.358042,0.667954,0.631579,Iris-virginica
0.572028,0.215444,0.506073,Iris-versicolor
0.553846,0.699614,0.508097,Iris-setosa
0.577622,0.52973,0.58502,Iris-setosa
0.413986,0.574517,0.441296,Iris-versicolor
0.276923,0.464093,0.548583,Iris-virginica
0.551049,0.750579,0.546559,Iris-virginica
0.425175,0.681853,0.566802,Iris-versicolor
0.4,0.694208,0.445344,Iris-versicolor
0.358042,0.511197,0.417004,Iris-versicolor
0.468531,0.496525,0.487854,Iris-setosa
0.675524,0.516602,0.445344,Iris-virginica
0.443357,0.482625,0.580972,Iris-setosa
0.377622,0.673359,0.51417,Iris-versicolor
0.572028,0.312741,0.765182,Iris-virginica
0.518881,0.35444,0.566802,Iris-virginica
0.261538,0.479537,0.516194,Iris-virginica
0.573427,0.502703,0.467611,Iris-setosa
0.737063,0.689575,0.740891,Iris-versicolor
0.208392,0.562162,0.540486,Iris-virginica
0.360839,0.576062,0.615385,Iris-setosa
0.18042,0.302703,0.348178,Iris-virginica
0.490909,0.518919,0.639676,Iris-virginica
0.60979,0.415444,0.65587,Iris-versicolor
0.51049,0.497297,0.52834,Iris-setosa
0.654545,0.735135,0.534413,Iris-versicolor
0.591608,0.504247,0.657895,Iris-setosa
0.68951,0.630116,0.546559,Iris-virginica
0.629371,0.4139,0.37247,Iris-setosa
0.454545,0.532046,0.301619,Iris-setosa
0.506294,0.676448,0.548583,Iris-setosa
0.402797,0.566795,0.680162,Iris-versicolor
0.474126,0.337452,0.489879,Iris-versicolor
0.506294,0.310425,0.287449,Iris-virginica
0.48951,0.437066,0.801619,Iris-virginica
0.648951,0.376834,0.394737,Iris-versicolor
0.462937,0.467954,0.392713,Iris-versicolor
0.394406,0.403861,0.62753,Iris-setosa
0.401399,0.34749,0.595142,Iris-virginica
0.572028,0.514286,0.433198,Iris-versicolor
0.342657,0.546718,0.734818,Iris-versicolor
0.476923,0.65251,0.489879,Iris-virginica
0.647552,0.439382,0.263158,Iris-virginica
0.531469,0.623938,0.493927,Iris-versicolor
0.490909,0.250965,0.307692,Iris-versicolor
0.495105,0.639382,0.637652,Iris-setosa
0.384615,0.337452,0.589069,Iris-virginica
0.402797,0.423166,0.394737,Iris-versicolor
0.476923,0.469498,0.451417,Iris-setosa
0.53007,0.52278,0.544534,Iris-versicolor
0.605594,0.538996,0.510121,Iris-virginica
0.509091,0.345946,0.84413,Iris-virginica
0.65035,0.473359,0.601215,Iris-versicolor
0.678322,0.67027,0.487854,Iris-versicolor
0.588811,0.563707,0.566802,Iris-virginica
0.636364,0.360618,0.680162,Iris-virginica
0.388811,0.227799,0.487854,Iris-setosa
0.370629,0.603861,0.704453,Iris-virginica
0.556643,0.410811,0.412955,Iris-virginica
0.34965,0.530502,0.62753,Iris-virginica
0.467133,0.494208,0.65587,Iris-setosa
0.586014,0.610811,0.412955,Iris-setosa
0.657343,0.591506,0.465587,Iris-virginica
0.471329,0.600772,0.311741,Iris-versicolor
0.426573,0.264865,0.48583,Iris-virginica
0.535664,0.596139,0.431174,Iris-virginica
0.379021,0.53668,0.423077,Iris-versicolor
0.47972,0.467954,0.489879,Iris-versicolor
0.497902,0.626255,0.57085,Iris-setosa
0.496503,0.355985,0.520243,Iris-virginica
0.509091,0.627027,0.672065,Iris-setosa
0.405594,0.510425,0.364372,Iris-versicolor
0.418182,0.535907,0.601215,Iris-versicolor
0.415385,0.413127,0.562753,Iris-versicolor
0.317483,0.609266,0.463563,Iris-setosa
0.537063,0.703475,0.38664,Iris-virginica
0.6,0.440927,0.558704,Iris-setosa
0.588811,0.552124,0.536437,Iris-setosa
0.46993,0.56834,0.487854,Iris-virginica
0.408392,0.300386,0.574899,Iris-setosa
0.583217,0.571429,0.682186,Iris-virginica
0.570629,0.833977,0.550607,Iris-versicolor
0.523077,0.539768,0.277328,Iris-setosa
0.695105,0.427027,0.720648,Iris-versicolor
0.496503,0.379151,0.423077,Iris-virginica
0.46993,0.512741,0.55668,Iris-virginica
0.454545,0.396139,0.635628,Iris-virginica
0.324476,0.454054,0.506073,Iris-virginica
0.573427,0.430888,0.540486,Iris-versicolor
0.488112,0.435521,0.560729,Iris-virginica
0.556643,0.457915,0.678138,Iris-versicolor
0.704895,0.393822,0.698381,Iris-virginica
0.455944,0.379923,0.467611,Iris-virginica
0.237762,0.467954,0.497976,Iris-virginica
0.552448,0.458687,0.423077,Iris-setosa
0.517483,0.493436,0.40081,Iris-versicolor
0.416783,0.335907,0.325911,Iris-setosa
0.544056,0.514286,0.572874,Iris-setosa
0.587413,0.688803,0.554656,Iris-versicolor
0.393007,0.625483,0.44332,Iris-virginica
0.465734,0.433205,0.637652,Iris-virginica
0.664336,0.433205,0.580972,Iris-versicolor
0.418182,0.56834,0.487854,Iris-versicolor
0.506294,0.69112,0.516194,Iris-setosa
0.205594,0.719691,0.467611,Iris-virginica
0.332867,0.542085,0.317814,Iris-virginica
0.517483,0.367568,0.562753,Iris-virginica
0.636364,0.681853,0.495951,Iris-versicolor
0.346853,0.359846,0.611336,Iris-versicolor
0.507692,0.562162,0.621457,Iris-versicolor
0.457343,0.570656,0.44332,Iris-setosa
0.605594,0.385328,0.508097,Iris-versicolor
0.363636,0.496525,0.441296,Iris-virginica
0.546853,0.504247,0.37247,Iris-setosa
0.426573,0.416988,0.580972,Iris-setosa
0.524476,0.502703,0.174089,Iris-versicolor
0.507692,0.859459,0.615385,Iris-virginica
0.471329,0.577606,0.578947,Iris-setosa
0.552448,0.603861,0.475709,Iris-setosa
0.503497,0.49112,0.603239,Iris-versicolor
0.483916,0.730502,0.427126,Iris-setosa
0.458741,0.423938,0.506073,Iris-setosa
0.507692,0.362162,0.793522,Iris-setosa
0.524476,0.425483,0.493927,Iris-versicolor
0.388811,0.501931,0.540486,Iris-versicolor
0.46014,0.442471,0.512146,Iris-versicolor
0.381818,0.427799,0.504049,Iris-virginica
0.495105,0.392278,0.67004,Iris-virginica
0.433566,0.457915,0.336032,Iris-setosa
0.586014,0.503475,0.319838,Iris-virginica
0.574825,0.644015,0.657895,Iris-versicolor
0.395804,0.448649,0.516194,Iris-versicolor
0.499301,0.68417,0.354251,Iris-setosa
0.570629,0.433977,0.459514,Iris-setosa
0.47972,0.488803,0.323887,Iris-virginica
0.418182,0.526641,0.384615,Iris-virginica
0.377622,0.63166,0.623482,Iris-setosa
0.594406,0.51583,0.631579,Iris-versicolor
0.6,0.538224,0.57085,Iris-virginica
0.475524,0.627027,0.552632,Iris-virginica
0.584615,0.559846,0.502024,Iris-setosa
0.167832,0.475676,0.439271,Iris-versicolor
0.647552,0.436293,0.621457,Iris-setosa
0.481119,0.526641,0.651822,Iris-virginica
0.514685,0.640154,0.611336,Iris-virginica
0.462937,0.525097,0.323887,Iris-setosa
0.655944,0.6,0.601215,Iris-virginica
0.38042,0.482625,0.473684,Iris-versicolor
0.664336,0.56139,0.538462,Iris-setosa
0.544056,0.564479,0.417004,Iris-versicolor
0.569231,0.54749,0.437247,Iris-setosa
0.462937,0.464865,0.629555,Iris-setosa
0.352448,0.593822,0.473684,Iris-setosa
0.602797,0.525869,0.54251,Iris-versicolor
0.534266,0.678764,0.574899,Iris-versicolor
0.651748,0.609266,0.706478,Iris-versicolor
0.476923,0.563707,0.623482,Iris-versicolor
0.451748,0.582239,0.5,Iris-versicolor
0.654545,0.596139,0.651822,Iris-virginica
0.713287,0.67722,0.421053,Iris-virginica
0.500699,0.65251,0.44332,Iris-setosa
0.415385,0.778378,0.465587,Iris-virginica
0.59021,0.349807,0.625506,Iris-versicolor
0.471329,0.189189,0.437247,Iris-virginica
0.566434,0.677992,0.546559,Iris-virginica
0.46993,0.603089,0.593117,Iris-setosa
0.674126,0.381467,0.568826,Iris-setosa
0.420979,0.581467,0.512146,Iris-virginica
0.552448,0.569884,0.502024,Iris-versicolor
0.444755,0.493436,0.552632,Iris-virginica
0.467133,0.579923,0.558704,Iris-versicolor
0.453147,0.436293,0.623482,Iris-setosa
0.581818,0.508108,0.431174,Iris-versicolor
0.601399,0.549035,0.576923,Iris-versicolor
0.562238,0.599228,0.651822,Iris-versicolor
0.486713,0.583784,0.589069,Iris-versicolor
0.514685,0.549807,0.777328,Iris-versicolor
0.6,0.434749,0.423077,Iris-versicolor
0.602797,0.462548,0.647773,Iris-setosa
0.198601,0.337452,0.809717,Iris-virginica
0.468531,0.563707,0.321862,Iris-virginica
0.474126,0.615444,0.522267,Iris-versicolor
0.574825,0.411583,0.512146,Iris-virginica
0.492308,0.601544,0.554656,Iris-setosa
0.58042,0.509653,0.518219,Iris-versicolor
0.379021,0.535907,0.220648,Iris-versicolor
0.528671,0.467181,0.566802,Iris-versicolor
0.6,0.567568,0.657895,Iris-setosa
0.334266,0.269498,0.439271,Iris-versicolor
0.78042,0.725097,0.58502,Iris-setosa
0.632168,0.562934,0.615385,Iris-virginica
